FL_DATE,ORIGIN,DEST,OP_CARRIER,CRS_DEP_TIME,CRS_ARR_TIME,DEP_DELAY,ARR_DELAY,DISTANCE
2025-05-25,DFW,JFK,JB,180,222,-10,-15,1961
2025-05-02,JFK,DFW,AA,1871,2130,5,5,602
2025-05-23,LAX,JFK,UA,841,1107,5,15,1201
2025-05-30,ORD,LAX,SW,2162,2254,5,0,682
2025-05-14,ATL,DFW,AA,2259,2311,20,25,2329
2025-05-28,ORD,DFW,JB,1544,1610,15,20,2364
2025-05-04,LAX,ORD,UA,415,615,30,30,1492
2025-05-03,JFK,ATL,SW,1493,1762,0,10,2146
2025-05-13,JFK,ORD,DL,2220,2341,15,10,832
2025-05-05,LAX,ORD,JB,864,962,10,5,2060
2025-05-05,ATL,JFK,JB,1680,1910,15,15,353
2025-05-25,JFK,ORD,AA,2122,2,0,0,705
2025-05-24,DFW,ORD,DL,399,429,5,0,912
2025-05-21,DFW,JFK,JB,193,350,15,10,1137
2025-05-06,JFK,ORD,AA,402,568,15,10,1869
2025-05-24,ATL,JFK,SW,2048,2163,-10,-10,452
2025-05-08,JFK,ORD,SW,1894,1981,10,20,1138
2025-05-03,ATL,DFW,SW,1624,1894,10,20,561
2025-05-17,ORD,JFK,UA,486,655,10,10,1126
2025-05-05,LAX,JFK,SW,1345,1515,0,-5,910
2025-05-09,ORD,LAX,SW,1996,2274,-5,0,1562
2025-05-06,LAX,JFK,DL,945,1181,10,5,1118
2025-05-24,LAX,ORD,JB,1896,1974,20,25,1035
2025-05-16,ORD,JFK,AA,784,951,5,10,1645
2025-05-21,ATL,ORD,SW,1763,1977,15,10,2172
2025-05-30,JFK,ORD,DL,497,570,0,0,1760
2025-05-21,ATL,LAX,SW,963,1200,0,-5,526
2025-05-28,LAX,ORD,SW,1668,1773,20,15,1566
2025-05-27,JFK,ATL,SW,355,432,30,25,1879
2025-05-02,ORD,JFK,AA,1712,1848,30,25,667
2025-05-21,ORD,LAX,DL,1874,1933,10,10,430
2025-05-17,LAX,DFW,SW,1041,1100,5,10,2054
2025-05-13,ORD,ATL,JB,306,575,20,15,1147
2025-05-23,JFK,ORD,DL,1504,1738,-10,-10,1766
2025-05-30,ORD,LAX,DL,379,420,5,5,2210
2025-05-28,ORD,DFW,JB,982,1150,0,-5,2362
2025-05-04,ORD,DFW,JB,2226,2287,20,30,797
2025-05-12,LAX,JFK,JB,840,992,30,35,1482
2025-05-09,ORD,LAX,DL,1926,2018,-10,-10,662
2025-05-04,JFK,DFW,UA,1801,1880,-5,-10,447
2025-05-05,LAX,ATL,UA,20,126,0,5,596
2025-05-29,ORD,ATL,UA,928,1212,-5,-10,334
2025-05-27,ORD,ATL,SW,670,791,30,30,965
2025-05-27,DFW,ORD,SW,229,342,5,10,441
2025-05-01,LAX,ORD,AA,1739,1807,20,20,1733
2025-05-26,JFK,DFW,UA,864,1051,5,10,956
2025-05-07,DFW,LAX,UA,52,170,5,15,1925
2025-05-27,JFK,DFW,UA,760,920,5,5,584
2025-05-28,ATL,LAX,SW,41,302,-5,-5,286
2025-05-03,LAX,DFW,AA,325,478,0,-5,1869
2025-05-29,JFK,ATL,UA,1755,1980,5,0,385
2025-05-10,LAX,JFK,DL,2148,2393,10,15,2078
2025-05-17,ORD,ATL,DL,1863,2157,30,30,2358
2025-05-07,DFW,ATL,JB,1313,1487,10,5,221
2025-05-27,JFK,LAX,DL,2178,2262,10,5,2359
2025-05-11,DFW,JFK,AA,1156,1422,5,10,1291
2025-05-17,ATL,DFW,AA,2113,2305,15,15,1948
2025-05-23,DFW,ATL,DL,610,869,-10,0,2011
2025-05-10,ATL,ORD,JB,1513,1684,15,15,2037
2025-05-30,ORD,JFK,UA,1979,2161,5,10,1620
2025-05-15,ATL,LAX,DL,414,613,-10,-15,964
2025-05-30,JFK,DFW,UA,1575,1636,-10,-5,342
2025-05-20,ATL,LAX,AA,1311,1468,5,10,278
2025-05-30,LAX,ORD,AA,737,978,-5,5,966
2025-05-09,JFK,ATL,SW,2307,2351,-5,-10,1277
2025-05-16,ATL,ORD,SW,1601,1696,20,20,567
2025-05-11,LAX,DFW,SW,967,1141,10,15,1168
2025-05-26,ATL,LAX,UA,840,964,-10,-10,285
2025-05-03,LAX,ATL,JB,1418,1708,-5,5,2188
2025-05-22,ATL,DFW,SW,1365,1613,30,25,1506
2025-05-10,DFW,LAX,UA,1036,1321,10,10,1801
2025-05-11,ORD,DFW,JB,997,1059,20,30,455
2025-05-05,DFW,LAX,UA,1748,2009,30,35,684
2025-05-07,LAX,ORD,UA,791,893,5,15,2089
2025-05-15,ATL,LAX,DL,1689,1828,20,25,2018
2025-05-14,DFW,LAX,SW,1089,1167,0,0,1677
2025-05-29,ATL,DFW,UA,2120,2186,10,10,348
2025-05-20,DFW,ATL,UA,1801,1984,15,15,1715
2025-05-12,LAX,ORD,UA,1372,1428,10,10,2291
2025-05-26,DFW,JFK,SW,1215,1275,20,20,1051
2025-05-13,DFW,ORD,AA,406,658,5,15,1601
2025-05-30,ATL,LAX,SW,308,452,30,35,509
2025-05-13,ATL,JFK,UA,470,701,20,30,646
2025-05-23,DFW,ORD,JB,2127,25,20,30,2034
2025-05-10,LAX,DFW,UA,1056,1210,-5,-5,1534
2025-05-21,LAX,ATL,UA,335,573,30,25,2253
2025-05-02,ORD,LAX,DL,25,194,-10,-10,2160
2025-05-17,DFW,ORD,UA,1339,1529,-5,-5,2287
2025-05-01,LAX,ATL,DL,151,343,-10,-15,1617
2025-05-09,LAX,JFK,UA,613,704,10,15,1520
2025-05-18,ATL,ORD,UA,84,197,0,5,2003
2025-05-04,LAX,DFW,JB,128,350,-10,-15,2024
2025-05-11,ORD,ATL,AA,1814,1870,10,15,2471
2025-05-14,ATL,JFK,SW,90,362,0,5,584
2025-05-27,ATL,DFW,UA,1266,1421,15,15,576
2025-05-30,ATL,ORD,UA,2033,2226,5,5,2178
2025-05-13,JFK,LAX,JB,1923,1961,-5,-10,1461
2025-05-30,ORD,DFW,DL,2072,2362,15,20,921
2025-05-04,JFK,DFW,AA,1086,1152,0,10,385
2025-05-20,LAX,JFK,UA,650,842,5,10,1453
2025-05-08,ATL,DFW,UA,1508,1625,-5,-5,888
2025-05-30,DFW,ATL,AA,784,1060,30,35,1978
2025-05-24,ORD,DFW,AA,2325,86,-5,-10,1618
2025-05-24,LAX,JFK,UA,1561,1700,10,10,1675
2025-05-12,LAX,ATL,UA,293,435,10,10,2130
2025-05-21,ATL,JFK,JB,692,858,20,30,1221
2025-05-02,LAX,ATL,UA,460,576,-10,-15,1627
2025-05-10,ORD,LAX,JB,2133,2278,-10,-5,541
2025-05-15,LAX,ATL,JB,1999,2197,-5,5,395
2025-05-03,JFK,ATL,JB,1634,1906,20,25,1220
2025-05-19,JFK,ORD,AA,1343,1436,5,5,2221
2025-05-03,DFW,JFK,UA,2114,2263,-10,0,1690
2025-05-30,DFW,ORD,DL,874,920,10,15,1369
2025-05-02,LAX,DFW,DL,917,1065,0,10,1441
2025-05-18,JFK,ATL,UA,604,681,10,10,1758
2025-05-10,DFW,ORD,AA,2222,7,-10,0,2005
2025-05-01,DFW,ORD,JB,610,700,15,25,2094
2025-05-20,JFK,ORD,JB,1601,1885,-10,-5,1899
2025-05-30,JFK,DFW,AA,1395,1576,-5,5,1760
2025-05-04,JFK,ATL,JB,490,706,0,-5,2242
2025-05-21,LAX,ORD,UA,1150,1282,20,20,1466
2025-05-10,LAX,ORD,UA,1184,1431,-10,-10,2453
2025-05-01,DFW,LAX,UA,858,1050,20,20,407
2025-05-29,JFK,DFW,AA,159,273,10,15,870
2025-05-05,JFK,ATL,SW,1143,1317,20,25,1291
2025-05-26,DFW,JFK,DL,649,736,5,10,634
2025-05-12,JFK,ORD,UA,730,797,0,5,1638
2025-05-26,ATL,JFK,AA,2193,2297,30,40,2454
2025-05-29,ORD,LAX,SW,1684,1859,15,10,2301
2025-05-02,LAX,DFW,JB,1094,1314,-10,0,1746
2025-05-27,JFK,ORD,UA,2093,2283,10,5,1436
2025-05-14,ATL,ORD,AA,527,568,20,25,1895
2025-05-25,DFW,JFK,JB,384,651,-5,-5,1711
2025-05-03,JFK,ATL,JB,1337,1510,10,5,2133
2025-05-16,LAX,DFW,DL,111,160,15,10,2495
2025-05-10,LAX,DFW,JB,921,1205,0,0,1257
2025-05-06,LAX,ORD,UA,1946,2190,30,40,1475
2025-05-28,ATL,LAX,JB,41,135,-10,-10,954
2025-05-03,DFW,ATL,UA,385,492,30,40,1175
2025-05-14,JFK,LAX,DL,804,912,5,0,276
2025-05-01,JFK,ORD,AA,663,821,10,15,1463
2025-05-06,LAX,ATL,JB,1824,1882,15,25,2314
2025-05-07,JFK,ORD,AA,1236,1298,15,20,986
2025-05-23,DFW,LAX,JB,1849,2075,30,25,2424
2025-05-27,ORD,LAX,JB,511,606,20,25,1490
2025-05-09,ATL,LAX,UA,1731,1901,10,20,1504
2025-05-09,ATL,JFK,SW,1019,1292,15,20,2208
2025-05-17,ORD,ATL,UA,484,660,20,25,809
2025-05-02,ORD,ATL,UA,1553,1843,15,25,1733
2025-05-18,ATL,LAX,UA,2141,2273,5,5,1064
2025-05-08,ATL,JFK,AA,1252,1416,10,15,2229
2025-05-21,ORD,LAX,DL,1367,1550,-10,-10,852
2025-05-27,LAX,ORD,UA,1353,1395,15,10,652
2025-05-18,JFK,ATL,DL,1305,1544,20,25,1874
2025-05-26,ATL,JFK,AA,317,577,10,20,778
2025-05-13,DFW,LAX,UA,670,959,5,15,1365
2025-05-11,JFK,LAX,AA,395,520,30,30,1015
2025-05-25,DFW,LAX,UA,2138,2276,5,5,480
2025-05-21,ATL,ORD,JB,2351,79,-10,-5,1039
2025-05-17,ATL,LAX,AA,174,302,-5,0,1608
2025-05-29,DFW,LAX,JB,1330,1516,10,5,1222
2025-05-24,ORD,JFK,JB,1411,1602,15,25,2231
2025-05-06,LAX,DFW,AA,2012,2124,30,40,429
2025-05-20,ORD,JFK,DL,1676,1770,10,10,1286
2025-05-16,DFW,LAX,SW,803,928,30,40,424
2025-05-25,ORD,DFW,JB,596,759,10,20,1842
2025-05-16,JFK,ORD,UA,1783,1862,-10,-15,2160
2025-05-30,LAX,JFK,SW,1681,1795,30,25,750
2025-05-28,DFW,ATL,JB,1034,1072,-5,-5,620
2025-05-25,LAX,DFW,DL,1620,1915,5,10,448
2025-05-28,LAX,DFW,SW,131,280,20,20,1393
2025-05-08,LAX,DFW,JB,1853,1934,0,5,1720
2025-05-05,ORD,DFW,UA,1127,1312,-10,-10,2496
2025-05-12,ORD,ATL,UA,783,888,15,15,545
2025-05-27,JFK,LAX,JB,1950,2217,0,5,2366
2025-05-13,LAX,DFW,UA,592,692,0,0,2148
2025-05-17,DFW,LAX,AA,809,1077,10,15,420
2025-05-01,JFK,LAX,SW,96,341,10,10,1121
2025-05-05,JFK,ORD,SW,193,339,0,5,1683
2025-05-20,DFW,JFK,JB,796,930,30,25,2261
2025-05-04,ATL,LAX,JB,1604,1799,20,25,721
2025-05-01,ATL,DFW,JB,563,723,15,20,580
2025-05-08,DFW,ATL,DL,2114,2343,5,5,1381
2025-05-12,DFW,LAX,AA,1085,1170,-10,-10,2098
2025-05-04,DFW,JFK,UA,1765,1801,20,25,1987
2025-05-15,LAX,DFW,UA,333,527,-10,-10,1319
2025-05-23,JFK,LAX,AA,205,462,-5,-10,2222
2025-05-02,LAX,DFW,AA,1554,1723,30,30,312
2025-05-28,JFK,ATL,UA,24,61,-10,-15,2275
2025-05-16,DFW,ORD,AA,303,561,-10,-10,1612
2025-05-17,ORD,DFW,DL,1810,1877,-5,0,636
2025-05-28,ATL,LAX,SW,1006,1063,0,10,845
2025-05-10,ORD,LAX,SW,953,1090,-10,0,692
2025-05-04,JFK,ATL,SW,62,166,30,30,1137
2025-05-12,ATL,JFK,UA,900,1024,10,20,2174
2025-05-21,JFK,DFW,SW,1796,1875,10,15,668
2025-05-19,ATL,JFK,DL,1972,2177,10,5,1559
2025-05-05,LAX,ATL,AA,1120,1168,0,5,916
2025-05-21,JFK,DFW,SW,1140,1421,-5,-10,646
2025-05-29,JFK,DFW,AA,2142,2256,20,30,895
2025-05-09,ORD,LAX,UA,1235,1279,5,15,1587
2025-05-19,JFK,ORD,SW,253,537,-10,-10,1153
2025-05-12,DFW,JFK,JB,118,186,0,0,614
2025-05-26,ORD,DFW,UA,1035,1169,5,15,2434
2025-05-21,JFK,LAX,UA,689,861,15,25,1673
2025-05-30,LAX,ATL,SW,2093,2195,-5,0,1079
2025-05-10,JFK,ATL,SW,2303,148,5,15,2238
2025-05-06,LAX,JFK,SW,624,718,-5,5,781
2025-05-06,JFK,LAX,UA,1638,1760,-10,-10,1698
2025-05-20,ORD,ATL,SW,1383,1555,15,20,2061
2025-05-22,LAX,JFK,DL,2223,2337,15,25,1646
2025-05-08,DFW,LAX,AA,1876,2176,20,20,2425
2025-05-17,LAX,DFW,SW,963,1034,10,20,1886
2025-05-18,DFW,ATL,SW,50,204,5,10,1533
2025-05-19,LAX,ORD,SW,1906,2060,-10,-10,2220
2025-05-22,DFW,ORD,JB,735,952,15,10,547
2025-05-07,LAX,ORD,DL,564,760,-5,0,2201
2025-05-24,ORD,LAX,DL,1082,1290,10,10,1830
2025-05-03,ORD,JFK,AA,107,198,30,35,845
2025-05-10,LAX,JFK,DL,1188,1432,0,-5,817
2025-05-26,DFW,ORD,JB,2149,2225,-10,-10,1038
2025-05-29,LAX,JFK,DL,1604,1717,-5,-10,1650
2025-05-27,DFW,LAX,UA,913,1082,0,-5,560
2025-05-07,LAX,DFW,DL,2206,75,15,20,2420
2025-05-10,ORD,LAX,DL,547,758,30,25,2261
2025-05-01,JFK,ATL,JB,464,527,0,-5,1798
2025-05-22,ATL,ORD,AA,1504,1579,20,20,1359
2025-05-26,JFK,LAX,UA,1259,1432,0,5,1918
2025-05-14,LAX,JFK,JB,1492,1772,0,10,2457
2025-05-11,DFW,LAX,UA,162,215,5,5,402
2025-05-01,LAX,DFW,DL,1342,1621,5,0,542
2025-05-15,ATL,ORD,JB,2151,2310,-5,5,1638
2025-05-21,LAX,ATL,DL,1435,1529,30,25,2246
2025-05-26,ATL,JFK,SW,1300,1538,30,35,1530
2025-05-29,ORD,DFW,JB,504,612,-5,0,1352
2025-05-09,LAX,DFW,AA,480,552,20,25,2345
2025-05-20,ATL,LAX,SW,586,758,0,5,1823
2025-05-27,ORD,ATL,UA,531,657,15,15,2450
2025-05-06,JFK,ORD,DL,795,965,5,15,778
2025-05-24,ATL,LAX,SW,1139,1178,30,25,438
2025-05-27,JFK,LAX,UA,1183,1414,30,35,1923
2025-05-02,JFK,ORD,AA,1069,1233,-10,-10,578
2025-05-10,JFK,ORD,SW,1203,1483,0,0,1888
2025-05-11,JFK,ORD,SW,1292,1485,5,15,210
2025-05-25,DFW,LAX,UA,2271,151,0,0,2354
2025-05-28,JFK,LAX,UA,98,230,10,5,309
2025-05-06,ORD,JFK,AA,1372,1480,15,10,916
2025-05-25,LAX,ORD,JB,369,442,5,0,1095
2025-05-20,DFW,JFK,DL,616,692,10,20,1502
2025-05-14,ORD,ATL,SW,316,450,15,25,1647
2025-05-02,LAX,DFW,DL,1612,1662,20,30,1735
2025-05-15,ATL,JFK,SW,1334,1589,-5,5,2012
2025-05-18,LAX,ATL,UA,483,760,15,25,1026
2025-05-24,DFW,ATL,UA,1096,1140,5,10,1472
2025-05-30,ORD,LAX,UA,1303,1590,-5,-5,1664
2025-05-08,DFW,LAX,DL,2240,2305,5,10,895
2025-05-29,LAX,ATL,UA,2274,2311,10,20,1444
2025-05-30,ORD,JFK,DL,812,1082,-5,0,1553
2025-05-12,DFW,JFK,AA,1028,1174,20,15,707
2025-05-28,ORD,DFW,JB,1582,1796,10,5,926
2025-05-29,LAX,ORD,AA,895,939,10,10,2336
2025-05-10,ORD,LAX,UA,1965,2001,10,10,969
2025-05-01,DFW,ATL,SW,575,806,10,5,1593
2025-05-11,JFK,LAX,SW,557,690,-10,-15,1453
2025-05-10,DFW,JFK,JB,52,105,-10,-5,279
2025-05-23,ATL,JFK,DL,291,445,0,0,2436
2025-05-04,ORD,ATL,UA,537,796,0,5,345
2025-05-24,LAX,ATL,SW,1031,1241,20,15,313
2025-05-02,JFK,DFW,JB,1825,1872,30,25,2187
2025-05-16,LAX,DFW,JB,1000,1059,30,25,1422
2025-05-05,DFW,JFK,SW,1427,1641,0,5,840
2025-05-27,DFW,ATL,SW,73,269,5,10,277
2025-05-21,LAX,ORD,SW,733,907,-10,0,1677
2025-05-03,DFW,JFK,AA,120,316,20,20,1068
2025-05-01,ORD,JFK,AA,653,934,0,10,1911
2025-05-17,ORD,ATL,AA,458,752,-10,0,921
2025-05-20,JFK,LAX,SW,557,662,10,15,2413
2025-05-15,DFW,ATL,JB,324,607,-10,-5,990
2025-05-25,JFK,LAX,AA,550,582,30,30,1037
2025-05-09,JFK,LAX,AA,1306,1462,10,5,1460
2025-05-17,LAX,ATL,AA,1077,1109,5,10,1705
2025-05-20,LAX,ATL,UA,827,895,0,10,2011
2025-05-17,ORD,JFK,JB,1858,1916,10,20,1239
2025-05-04,ATL,DFW,AA,220,507,10,5,2021
2025-05-09,DFW,ORD,JB,1497,1761,-5,0,2095
2025-05-17,JFK,ATL,DL,317,404,30,25,1346
2025-05-26,JFK,DFW,UA,744,811,10,5,1071
2025-05-15,DFW,ATL,DL,1806,2034,-5,5,1305
2025-05-24,LAX,ATL,DL,2352,65,30,25,335
2025-05-21,DFW,ATL,UA,1991,2209,-10,0,2399
2025-05-04,ORD,JFK,UA,2261,112,0,10,215
2025-05-17,DFW,ATL,JB,2349,38,30,25,1524
2025-05-07,DFW,LAX,JB,51,289,0,0,946
2025-05-04,JFK,LAX,DL,1095,1231,15,25,948
2025-05-13,LAX,ORD,DL,913,1128,15,25,384
2025-05-11,LAX,ATL,UA,1127,1357,-5,5,2137
2025-05-24,ORD,ATL,JB,544,613,30,25,2220
2025-05-19,JFK,DFW,JB,1737,1912,15,25,555
2025-05-26,ORD,LAX,JB,965,1172,0,0,1282
2025-05-07,DFW,JFK,JB,1248,1412,10,5,1200
2025-05-15,ORD,JFK,SW,1971,2221,-5,-5,375
2025-05-16,ORD,LAX,SW,1522,1654,30,35,2410
2025-05-26,DFW,JFK,DL,2309,161,-10,-15,339
2025-05-27,LAX,JFK,JB,70,331,15,25,502
2025-05-25,JFK,LAX,UA,2344,2379,10,10,701
2025-05-20,ORD,LAX,JB,1714,1795,5,15,2186
2025-05-25,LAX,ATL,JB,1008,1196,-5,-5,881
2025-05-27,DFW,ATL,DL,1998,2150,15,10,2237
2025-05-20,DFW,ATL,DL,1156,1371,5,5,315
2025-05-27,ATL,LAX,AA,2036,2250,-10,-15,323
2025-05-03,JFK,LAX,UA,2028,2120,15,25,717
2025-05-21,DFW,LAX,AA,1205,1339,30,35,2437
2025-05-06,DFW,ATL,JB,1294,1570,15,15,879
2025-05-02,DFW,LAX,JB,1395,1627,15,15,1301
2025-05-01,ATL,LAX,DL,1158,1425,0,-5,504
2025-05-16,DFW,JFK,SW,475,584,15,15,273
2025-05-21,DFW,LAX,DL,1446,1722,20,25,762
2025-05-24,DFW,LAX,JB,1485,1780,5,10,1503
2025-05-20,JFK,LAX,DL,1590,1716,10,20,695
2025-05-05,LAX,ATL,SW,1386,1470,15,10,2132
2025-05-18,JFK,DFW,UA,438,602,15,10,1688
2025-05-29,JFK,ORD,DL,292,450,-10,-10,947
2025-05-25,ATL,JFK,AA,2249,2312,20,15,767
2025-05-18,ORD,LAX,SW,1507,1569,-5,-10,466
2025-05-15,LAX,ATL,AA,254,433,15,25,365
2025-05-27,DFW,ORD,UA,748,788,-10,-15,1812
2025-05-01,LAX,JFK,JB,1239,1437,15,25,1164
2025-05-25,ATL,JFK,UA,1086,1192,20,25,1702
2025-05-26,DFW,ATL,SW,1759,2055,5,5,675
2025-05-21,LAX,ORD,DL,1893,2192,5,5,400
2025-05-28,ATL,LAX,JB,1654,1849,-5,0,1969
2025-05-19,LAX,ORD,JB,643,744,30,25,929
2025-05-27,ATL,DFW,SW,2177,2293,-10,-5,718
2025-05-15,JFK,ATL,AA,823,1089,30,25,892
2025-05-12,ORD,LAX,AA,1530,1659,5,0,774
2025-05-12,ATL,JFK,DL,1405,1549,5,10,1304
2025-05-26,LAX,JFK,UA,544,817,-10,-10,214
2025-05-12,LAX,JFK,JB,1664,1853,10,5,1475
2025-05-05,JFK,DFW,AA,1280,1463,5,15,1010
2025-05-07,ATL,JFK,JB,909,1072,-10,-10,2014
2025-05-17,DFW,ORD,SW,621,732,15,20,1626
2025-05-22,LAX,ORD,AA,1854,1980,10,10,729
2025-05-29,ATL,DFW,DL,588,835,-5,0,685
2025-05-27,JFK,ATL,SW,326,582,-5,-10,1820
2025-05-03,LAX,DFW,DL,595,723,-10,-10,1224
2025-05-15,DFW,JFK,AA,927,1009,10,20,2442
2025-05-29,ATL,LAX,UA,389,554,10,20,304
2025-05-14,ORD,LAX,SW,2125,2352,-5,-10,1972
2025-05-04,DFW,JFK,DL,1118,1381,10,10,1226
2025-05-06,LAX,ORD,SW,715,824,10,20,794
2025-05-29,ORD,LAX,SW,266,443,10,20,262
2025-05-05,JFK,ATL,SW,509,785,30,35,1838
2025-05-20,ATL,LAX,AA,1014,1263,0,5,639
2025-05-20,DFW,LAX,JB,1905,2070,-5,-5,2183
2025-05-12,ORD,JFK,SW,2110,2158,5,15,404
2025-05-09,ATL,LAX,DL,164,450,20,30,2014
2025-05-14,ATL,JFK,AA,1717,1821,10,5,1246
2025-05-19,ATL,ORD,SW,1661,1797,5,0,383
2025-05-14,ATL,DFW,UA,2014,2084,5,0,1144
2025-05-05,DFW,ATL,SW,818,1112,20,20,889
2025-05-14,DFW,ATL,UA,303,363,-5,5,2383
2025-05-04,ORD,JFK,AA,939,987,-10,0,2428
2025-05-29,LAX,DFW,SW,1820,1865,5,5,1682
2025-05-10,DFW,JFK,JB,1757,1882,-10,-10,2007
2025-05-30,ORD,ATL,JB,269,369,5,10,1167
2025-05-10,LAX,ORD,JB,132,399,5,15,2325
2025-05-04,ATL,LAX,DL,2088,2153,30,35,661
2025-05-11,ORD,JFK,DL,2081,2244,15,20,990
2025-05-21,DFW,ATL,DL,1690,1916,-5,5,1735
2025-05-09,ATL,LAX,JB,1111,1142,-10,-15,829
2025-05-01,LAX,JFK,UA,311,571,0,0,2243
2025-05-14,JFK,ATL,UA,481,682,5,5,1142
2025-05-21,ATL,JFK,UA,1918,2045,20,15,448
2025-05-24,JFK,ATL,AA,632,911,-5,0,1091
2025-05-22,ORD,DFW,SW,1101,1294,20,15,1089
2025-05-30,ORD,ATL,AA,863,1034,15,20,817
2025-05-27,DFW,JFK,DL,1587,1722,10,15,2323
2025-05-19,LAX,ORD,AA,390,654,30,25,2047
2025-05-11,JFK,DFW,DL,1951,2107,5,5,923
2025-05-23,DFW,JFK,JB,1447,1684,5,5,768
2025-05-30,LAX,DFW,JB,2110,2290,30,35,1115
2025-05-04,LAX,ORD,DL,1438,1606,5,15,369
2025-05-30,ATL,LAX,JB,504,764,0,10,701
2025-05-29,DFW,LAX,UA,1520,1718,0,0,1709
2025-05-05,ORD,JFK,JB,116,219,-10,0,2439
2025-05-03,LAX,ATL,SW,2193,2275,-5,-5,2353
2025-05-05,LAX,JFK,UA,774,834,0,10,2106
2025-05-12,ATL,ORD,SW,366,488,20,15,1832
2025-05-08,ATL,LAX,SW,1691,1794,15,15,1405
2025-05-29,ATL,JFK,UA,1563,1593,10,15,1646
2025-05-02,ORD,JFK,SW,601,661,15,25,963
2025-05-25,ORD,JFK,SW,1128,1197,15,25,1212
2025-05-24,LAX,ORD,AA,697,865,5,15,459
2025-05-08,ATL,ORD,SW,345,627,10,20,1555
2025-05-01,JFK,ORD,SW,1084,1148,20,30,1316
2025-05-27,DFW,ATL,UA,487,761,10,20,2275
2025-05-09,JFK,LAX,UA,508,735,5,0,1629
2025-05-15,ATL,ORD,JB,138,277,5,15,1154
2025-05-05,DFW,ORD,AA,928,1205,10,15,1113
2025-05-07,ORD,LAX,DL,1598,1667,-10,-5,1423
2025-05-12,DFW,ATL,JB,1776,1850,15,25,294
2025-05-24,ATL,LAX,SW,604,872,10,15,2084
2025-05-21,ORD,JFK,UA,281,553,30,35,1374
2025-05-10,LAX,DFW,JB,1223,1395,-10,0,377
2025-05-18,ORD,LAX,SW,933,1097,5,0,1690
2025-05-21,LAX,DFW,JB,18,215,5,0,1788
2025-05-28,JFK,ATL,DL,2,103,30,35,541
2025-05-18,DFW,ATL,AA,397,626,20,20,2121
2025-05-25,LAX,JFK,JB,1959,2188,-10,-5,1933
2025-05-04,LAX,DFW,SW,1127,1422,5,5,1798
2025-05-05,JFK,ATL,SW,793,1034,5,10,200
2025-05-04,LAX,ATL,SW,256,410,5,10,1320
2025-05-20,JFK,DFW,AA,231,507,0,-5,1017
2025-05-02,DFW,JFK,AA,638,896,15,10,1639
2025-05-28,LAX,DFW,SW,929,1001,15,10,1702
2025-05-22,LAX,DFW,DL,436,534,15,20,1847
2025-05-15,LAX,ATL,SW,1920,2165,-10,-5,500
2025-05-27,ORD,JFK,AA,1535,1647,-5,-10,1595
2025-05-03,JFK,ORD,JB,869,1083,10,20,1311
2025-05-11,DFW,ORD,DL,288,359,-5,0,1794
2025-05-30,JFK,ATL,SW,1592,1852,15,15,1895
2025-05-30,JFK,DFW,DL,2113,2144,15,15,1366
2025-05-23,LAX,DFW,JB,2193,2349,-10,-15,499
2025-05-04,JFK,LAX,AA,399,608,30,25,2458
2025-05-28,DFW,LAX,DL,164,253,-10,0,1249
2025-05-05,DFW,ORD,UA,590,848,-5,0,687
2025-05-25,DFW,ATL,AA,1718,1854,30,40,587
2025-05-29,JFK,LAX,DL,1556,1784,10,5,949
2025-05-04,JFK,LAX,AA,2013,2251,20,15,964
2025-05-13,DFW,ORD,AA,1855,1959,15,15,652
2025-05-06,JFK,LAX,DL,1203,1296,30,25,1925
2025-05-04,DFW,LAX,JB,1351,1634,5,15,256
2025-05-26,JFK,ATL,UA,34,243,-5,0,754
2025-05-08,LAX,ORD,DL,2278,83,-5,-5,1053
2025-05-14,LAX,ORD,UA,1952,2112,15,15,1066
2025-05-20,ATL,LAX,DL,101,400,-5,-10,1115
2025-05-02,ATL,LAX,JB,1152,1189,20,20,1859
2025-05-28,ATL,DFW,JB,643,936,-10,-15,1237
2025-05-15,JFK,ATL,JB,46,106,20,20,1481
2025-05-08,ATL,ORD,AA,1314,1368,20,25,1784
2025-05-06,LAX,DFW,DL,2045,2133,10,20,1741
2025-05-08,LAX,ATL,JB,1699,1871,0,10,2221
2025-05-07,JFK,DFW,JB,742,904,10,15,2046
2025-05-07,LAX,DFW,UA,364,558,-10,-15,1787
2025-05-18,ATL,DFW,DL,1252,1509,15,20,2362
2025-05-03,ORD,LAX,UA,240,505,10,15,2459
2025-05-11,LAX,JFK,UA,1317,1446,-10,-15,1804
2025-05-26,ATL,LAX,SW,1992,2177,-5,-5,1554
2025-05-29,LAX,DFW,JB,164,359,10,5,879
2025-05-07,DFW,JFK,UA,669,801,-5,5,1618
2025-05-30,DFW,ORD,SW,1441,1544,-10,-10,2067
2025-05-10,JFK,LAX,AA,1815,2111,-10,0,847
2025-05-01,LAX,DFW,UA,2245,38,20,15,1233
2025-05-10,LAX,ORD,AA,897,1076,15,20,2282
2025-05-30,ORD,ATL,JB,1291,1497,10,20,1928
2025-05-22,DFW,ORD,JB,1043,1316,5,10,1482
2025-05-16,DFW,ORD,AA,1747,2042,20,20,287
2025-05-21,DFW,ORD,UA,2314,191,10,5,1147
2025-05-30,ORD,JFK,DL,1645,1736,-10,-5,814
2025-05-17,LAX,JFK,DL,1446,1510,-10,0,1137
